timestamp,device,rle_smoothed,rle_raw,E_th,E_pw,temp_c,vram_temp_c,power_w,util_pct,a_load,t_sustain_s,fan_pct,rolling_peak,collapse,alerts
2025-10-27T09:05:29.294660Z,gpu,1.741224,1.769672,0.665557,2.658932,55.00,,24.82,33.00,0.124,600.0,33,0.000000,0,
2025-10-27T09:05:29.294660Z,cpu,9.842769,11.639768,0.401371,29.000000,,,,2.90,0.000,600.0,,0.000000,0,
2025-10-27T09:05:30.295561Z,gpu,1.777551,1.837956,0.670070,2.742931,55.00,,24.79,34.00,0.124,600.0,33,1.777551,0,
2025-10-27T09:05:30.295561Z,cpu,9.795774,11.841141,0.514832,23.000000,,,,2.30,0.000,600.0,,9.795774,0,
2025-10-27T09:05:31.296884Z,gpu,1.828700,1.870591,0.684609,2.732350,54.00,,24.89,34.00,0.124,600.0,33,1.828700,0,
2025-10-27T09:05:31.296884Z,cpu,14.733731,31.569119,0.235590,134.000000,,,,13.40,0.000,600.0,,14.733731,0,
2025-10-27T09:05:32.298549Z,gpu,1.845278,1.911920,0.670070,2.853314,54.00,,23.13,33.00,0.116,600.0,33,1.845278,0,
2025-10-27T09:05:32.298549Z,cpu,17.120770,18.624909,0.221725,84.000000,,,,8.40,0.000,600.0,,17.120770,0,
2025-10-27T09:05:33.300609Z,gpu,1.831053,1.765125,0.533362,3.309432,54.00,,21.76,36.00,0.109,600.0,33,1.841588,0,
2025-10-27T09:05:33.300609Z,cpu,17.352547,13.087800,0.221827,59.000000,,,,5.90,0.000,600.0,,17.352547,0,
2025-10-27T09:05:34.302438Z,gpu,1.815902,1.693916,0.545341,3.106158,53.00,,21.89,34.00,0.109,600.0,33,1.837905,0,
2025-10-27T09:05:34.302438Z,cpu,17.742954,13.591803,0.222816,61.000000,,,,6.10,0.000,600.0,,17.742954,0,
2025-10-27T09:05:35.303986Z,gpu,1.777903,1.647964,0.488415,3.374104,53.00,,21.34,36.00,0.107,600.0,33,1.834229,0,
2025-10-27T09:05:35.303986Z,cpu,18.888896,17.570851,0.219636,80.000000,,,,8.00,0.000,600.0,,18.888896,0,
2025-10-27T09:05:36.305055Z,gpu,1.679078,1.376464,0.488415,2.818225,53.00,,23.42,33.00,0.117,600.0,33,1.830560,0,
2025-10-27T09:05:36.305055Z,cpu,15.330011,13.774691,0.229578,60.000000,,,,6.00,0.000,600.0,,18.851119,0,
2025-10-27T09:05:37.306349Z,gpu,1.594098,1.487018,0.476432,3.121158,52.00,,21.15,33.00,0.106,600.0,33,1.826899,0,
2025-10-27T09:05:37.306349Z,cpu,13.883274,11.391223,0.242366,47.000000,,,,4.70,0.000,600.0,,18.813416,0,
2025-10-27T09:05:38.308454Z,gpu,1.511294,1.351108,0.443902,3.043706,52.00,,21.03,32.00,0.105,600.0,33,1.823245,0,
2025-10-27T09:05:38.308454Z,cpu,12.008816,3.715512,0.232219,16.000000,,,,1.60,0.000,600.0,,18.775790,0,
2025-10-27T09:05:39.309846Z,gpu,1.430905,1.291970,0.425664,3.035189,52.00,,21.09,32.00,0.105,600.0,33,1.819599,0,
2025-10-27T09:05:39.309846Z,cpu,13.896998,23.032715,0.230327,100.000000,,,,10.00,0.000,600.0,,18.738238,0,
2025-10-27T09:05:40.311259Z,gpu,1.343439,1.210632,0.410537,2.948901,52.00,,21.70,32.00,0.109,600.0,33,1.815960,0,
2025-10-27T09:05:40.311259Z,cpu,15.104137,23.606546,0.243366,97.000000,,,,9.70,0.000,600.0,,18.700762,0,
2025-10-27T09:05:41.312500Z,gpu,1.323409,1.276314,0.411128,3.104421,51.00,,21.26,33.00,0.106,600.0,33,1.812328,0,
2025-10-27T09:05:41.312500Z,cpu,17.875481,27.631408,0.281953,98.000000,,,,9.80,0.000,600.0,,18.663360,0,
2025-10-27T09:05:42.313989Z,gpu,1.283619,1.288068,0.411128,3.133011,51.00,,21.07,33.00,0.105,600.0,33,1.808703,0,
2025-10-27T09:05:42.313989Z,cpu,16.903492,6.531280,0.261251,25.000000,,,,2.50,0.000,600.0,,18.626033,0,
2025-10-27T09:05:43.314751Z,gpu,1.286584,1.365937,0.411128,3.322412,51.00,,21.67,36.00,0.108,600.0,33,1.805086,0,
2025-10-27T09:05:43.314751Z,cpu,20.953803,23.967064,0.252285,95.000000,,,,9.50,0.000,600.0,,20.953803,0,
2025-10-27T09:05:44.321867Z,gpu,1.274569,1.231891,0.380346,3.238866,50.00,,22.23,36.00,0.111,600.0,33,1.801476,0,
2025-10-27T09:05:44.321867Z,cpu,22.632101,31.424206,0.202737,155.000000,,,,15.50,0.000,600.0,,22.632101,0,
2025-10-27T09:05:45.323896Z,gpu,1.287201,1.273794,0.399334,3.189793,50.00,,21.95,35.00,0.110,600.0,33,1.797873,0,
2025-10-27T09:05:45.323896Z,cpu,23.131065,26.101368,0.186438,140.000000,,,,14.00,0.000,600.0,,23.131065,0,
2025-10-27T09:05:46.325573Z,gpu,1.287115,1.275884,0.389663,3.274327,50.00,,19.55,32.00,0.098,600.0,33,1.794277,0,
2025-10-27T09:05:46.325573Z,cpu,19.881564,11.383900,0.186621,61.000000,,,,6.10,0.000,600.0,,23.084803,0,
2025-10-27T09:05:47.327016Z,gpu,1.029501,0.000000,0.089510,0.000000,50.00,,19.43,0.00,0.097,600.0,33,1.790688,0,
2025-10-27T09:05:47.327016Z,cpu,20.011368,7.180303,0.184110,39.000000,,,,3.90,0.000,600.0,,23.038633,0,
2025-10-27T09:05:48.327941Z,gpu,0.756314,0.000000,0.068704,0.000000,49.00,,18.85,0.00,0.094,600.0,33,1.787107,0,
2025-10-27T09:05:48.327941Z,cpu,15.962498,3.722714,0.186136,20.000000,,,,2.00,0.000,600.0,,22.992556,0,
2025-10-27T09:05:49.328812Z,gpu,0.557535,0.237996,0.068510,3.473867,49.00,,19.00,33.00,0.095,600.0,33,1.783533,0,
2025-10-27T09:05:49.328812Z,cpu,10.305688,3.140152,0.174453,18.000000,,,,1.80,0.000,600.0,,22.946571,0,
2025-10-27T09:05:50.329963Z,gpu,0.346499,0.218616,0.068105,3.209970,49.00,,21.18,34.00,0.106,600.0,33,1.779966,0,
2025-10-27T09:05:50.329963Z,cpu,7.374563,11.445743,0.176088,65.000000,,,,6.50,0.000,600.0,,22.900678,0,
2025-10-27T09:05:51.331052Z,gpu,0.134738,0.217076,0.067894,3.197292,49.00,,21.27,34.00,0.106,600.0,33,1.776406,0,
2025-10-27T09:05:51.331052Z,cpu,6.179324,5.407709,0.174442,31.000000,,,,3.10,0.000,600.0,,22.854876,0,
2025-10-27T09:05:52.333018Z,gpu,0.178252,0.217573,0.067688,3.214370,48.00,,21.16,34.00,0.106,600.0,33,1.772853,0,
2025-10-27T09:05:52.333018Z,cpu,9.050970,21.538529,0.170941,126.000000,,,,12.60,0.000,600.0,,22.809167,0,
2025-10-27T09:05:53.333934Z,gpu,0.220785,0.212666,0.068615,3.099424,48.00,,20.65,32.00,0.103,600.0,33,1.769307,0,
2025-10-27T09:05:53.333934Z,cpu,9.000693,3.471333,0.165302,21.000000,,,,2.10,0.000,600.0,,22.763548,0,
2025-10-27T09:05:54.335202Z,gpu,0.219593,0.232034,0.068914,3.367003,48.00,,20.79,35.00,0.104,600.0,33,1.765769,0,
2025-10-27T09:05:54.335202Z,cpu,9.804519,7.159279,0.193494,37.000000,,,,3.70,0.000,600.0,,22.718021,0,
2025-10-27T09:05:55.337138Z,gpu,0.219196,0.216631,0.069640,3.110722,48.00,,20.57,32.00,0.103,600.0,33,1.762237,0,
2025-10-27T09:05:55.337138Z,cpu,11.367843,19.262363,0.234907,82.000000,,,,8.20,0.000,600.0,,22.672585,0,
2025-10-27T09:05:56.338854Z,gpu,0.214697,0.194583,0.069428,2.802667,48.00,,23.55,33.00,0.118,600.0,33,1.758713,0,
2025-10-27T09:05:56.338854Z,cpu,14.741861,22.277803,0.216289,103.000000,,,,10.30,0.000,600.0,,22.627240,0,
2025-10-27T09:05:57.339763Z,gpu,0.222464,0.256406,0.090430,2.835417,47.00,,23.28,33.00,0.116,600.0,33,1.755195,0,
2025-10-27T09:05:57.339763Z,cpu,14.166720,18.662821,0.212078,88.000000,,,,8.80,0.000,600.0,,22.581986,0,
2025-10-27T09:05:58.340786Z,gpu,0.461445,1.407571,0.504262,2.791347,47.00,,22.93,32.00,0.115,600.0,33,1.751685,0,
2025-10-27T09:05:58.340786Z,cpu,18.731285,26.294162,0.197700,133.000000,,,,13.30,0.000,600.0,,22.536822,0,
2025-10-27T09:05:59.342240Z,gpu,0.730725,1.578435,0.504262,3.130187,47.00,,21.09,33.00,0.105,600.0,33,1.748181,0,
2025-10-27T09:05:59.342240Z,cpu,21.414535,20.575527,0.212119,97.000000,,,,9.70,0.000,600.0,,22.491748,0,
2025-10-27T09:06:00.343587Z,gpu,1.013970,1.632856,0.513706,3.178578,47.00,,20.76,33.00,0.104,600.0,33,1.744685,0,
2025-10-27T09:06:00.343587Z,cpu,24.129874,32.839056,0.157880,208.000000,,,,20.80,0.000,600.0,,24.129874,0,
2025-10-27T09:06:01.344395Z,gpu,0.978874,0.019101,0.096907,0.197107,49.00,,40.59,4.00,0.203,17.0,33,1.741196,0,
2025-10-27T09:06:01.344395Z,cpu,23.318036,18.218613,0.168691,108.000000,,,,10.80,0.000,600.0,,24.081614,0,
2025-10-27T09:06:02.345632Z,gpu,0.928804,0.006057,0.076872,0.078790,49.00,,50.77,2.00,0.254,600.0,33,1.737713,0,
2025-10-27T09:06:02.345632Z,cpu,22.553318,14.839233,0.170566,87.000000,,,,8.70,0.000,600.0,,24.033451,0,
2025-10-27T09:06:03.346962Z,gpu,0.652067,0.023886,0.070268,0.339930,47.00,,41.19,7.00,0.206,600.0,33,1.734238,0,
2025-10-27T09:06:03.346962Z,cpu,20.726076,17.157952,0.192786,89.000000,,,,8.90,0.000,600.0,,23.985384,0,
2025-10-27T09:06:04.348603Z,gpu,0.347561,0.055903,0.070484,0.793126,46.00,,30.26,12.00,0.151,600.0,33,1.730769,0,
2025-10-27T09:06:04.348603Z,cpu,21.079621,22.343250,0.219051,102.000000,,,,10.20,0.000,600.0,,23.937413,0,
2025-10-27T09:06:05.350531Z,gpu,0.050282,0.146461,0.072621,2.016776,46.00,,21.82,22.00,0.109,600.0,33,1.727308,0,
2025-10-27T09:06:05.350531Z,cpu,19.687710,25.879505,0.225039,115.000000,,,,11.50,0.000,600.0,,23.889538,0,
2025-10-27T09:06:06.351901Z,gpu,0.081467,0.175026,0.075545,2.316853,46.00,,21.58,25.00,0.108,600.0,33,1.723853,0,
2025-10-27T09:06:06.351901Z,cpu,21.544897,27.504544,0.225447,122.000000,,,,12.20,0.000,600.0,,23.841759,0,
2025-10-27T09:06:07.353922Z,gpu,0.108089,0.139170,0.080115,1.737116,46.00,,20.72,18.00,0.104,600.0,33,1.720406,0,
2025-10-27T09:06:07.353922Z,cpu,23.998486,27.107180,0.231685,117.000000,,,,11.70,0.000,600.0,,23.998486,0,
2025-10-27T09:06:08.355375Z,gpu,0.157779,0.272333,0.076953,3.538953,45.00,,20.34,36.00,0.102,600.0,33,1.716965,0,
2025-10-27T09:06:08.355375Z,cpu,25.991110,27.121075,0.233802,116.000000,,,,11.60,0.000,600.0,,25.991110,0,
